# T02 PARKED models -- PROVISIONAL, pending T27 reload AND target-row generation.
# These curve rows do NOT exist yet (UNMAPPED in T01). Each carries the durable
# join key; when the target enhanced/coarse row is generated (T19->T20->T09->T08
# chain, or the 15.4 non-squarefree extension, or the grammar fixes), attach the
# model via the join key.  equation = normalized text[] polys (postgres array).
# park_reason values: PENDING_GENERATION | GRAMMAR_VIOLATION | NO_COARSE_ROW
# dup_occ>0 marks the 2nd model rep of a duplicate-label curve (see Log).
old_label|park_reason|dup_occ|join_discB|join_discO|join_deg_mu|join_level|join_al_subgroup|genus|model_type|number_variables|smooth|dont_display|equation|note
55.1-[1,5,11,55]|PENDING_GENERATION|0|55|55|1|1|1,5,11,55|0|2|3|t|f|{"-y^2 + x*t - 2t^2"}|\N
55.1-[1,55]|PENDING_GENERATION|0|55|55|1|1|1,55|0|2|3|t|f|{"y^2 - x*t"}|\N
55.1-[1,5]|PENDING_GENERATION|0|55|55|1|1|1,5|1|8|4|t|f|{"3x^2 + 2x*y + 9y^2 - 2y*z + 3z^2 + t^2","y^2 - x*z"}|duplicate-label: two distinct models of this genus-1 curve (4-var P^3 embedded + 2-var y^2=quartic plane); keep both. y^2=quartic reps need a corruption check
55.1-[1,5]|PENDING_GENERATION|1|55|55|1|1|1,5|1|8|2|t|f|{"y^2 - (-3x^4 - 2x^3 - 9x^2 + 2x - 3)"}|duplicate-label: two distinct models of this genus-1 curve (4-var P^3 embedded + 2-var y^2=quartic plane); keep both. y^2=quartic reps need a corruption check
57.1-[1,19]|PENDING_GENERATION|0|57|57|1|1|1,19|0|2|3|t|f|{"256x^2 + 8100y^2 + 11392x*t + 132811t^2"}|\N
57.1-[1,3,19,57]|PENDING_GENERATION|0|57|57|1|1|1,3,19,57|0|2|3|t|f|{"8100x*y + 132811y^2 + 11392y*t + 256t^2"}|\N
57.1-[1,3]|PENDING_GENERATION|0|57|57|1|1|1,3|2|5|3|t|f|{"2x^6 - 9x^5z + 13x^4z^2 + x^3y + 6x^3z^3 - 12x^2z^4 + x*y*z^2 + 6x*z^5 + y^2 + z^6"}|\N
57.1-[1,57]|PENDING_GENERATION|0|57|57|1|1|1,57|1|5|3|t|f|{"-x^3 + x^2z + y^2z + 2x*z^2 + y*z^2 - 2z^3"}|\N
58.1-[1,2,29,58]|PENDING_GENERATION|0|58|58|1|1|1,2,29,58|0|2|3|t|f|{"y^2 - x*t"}|\N
58.1-[1,29]|PENDING_GENERATION|0|58|58|1|1|1,29|0|2|3|t|f|{"y^2 - x*t"}|\N
58.1-[1,2]|PENDING_GENERATION|0|58|58|1|1|1,2|1|5|3|t|f|{"-x^3 - x^2z + x*y*z + y^2z + 455x*z^2 + y*z^2 + 3951z^3"}|\N
58.1-[1,58]|PENDING_GENERATION|0|58|58|1|1|1,58|1|5|3|t|f|{"-x^3 + x^2z + x*y*z + y^2z + x*z^2 - z^3"}|\N
6.17-[1,102]|PENDING_GENERATION|0|6|102|1|1|1,102|1|8|4|t|f|{"-81/289x^2 + 10/289y^2 - 1/153z^2 + t^2","y^2 - x*z"}|\N
6.17-[1,17]|PENDING_GENERATION|0|6|102|1|1|1,17|2|5|3|t|f|{"51x^6 - 153x^5z + 826x^4z^2 - 1396x^3z^3 + x^2y*z + 3643x^2z^4 + x*y*z^2 - 2970x*z^5 + y^2 + 4386z^6"}|\N
6.17-[1,2,17,34]|PENDING_GENERATION|0|6|102|1|1|1,2,17,34|0|2|3|t|f|{"-48x^2 - x*y - 3t^2"}|\N
6.17-[1,2,3,6,17,34,51,102]|PENDING_GENERATION|0|6|102|1|1|1,2,3,6,17,34,51,102|0|2|3|t|f|{"y^2 - x*t"}|\N
6.17-[1,2,3,6]|PENDING_GENERATION|0|6|102|1|1|1,2,3,6|1|5|3|t|f|{"-x^3 + x*y*z + y^2z + 1644x*z^2 + 30942z^3"}|\N
6.17-[1,2,51,102]|PENDING_GENERATION|0|6|102|1|1|1,2,51,102|0|2|3|t|f|{"-729x^2 + y^2 + 90x*t - 17t^2"}|\N
6.17-[1,2]|PENDING_GENERATION|0|6|102|1|1|1,2|1|8|4|t|f|{"-1/153x^2 - 574/2601y^2 - 17/9z^2 + t^2","y^2 - x*z"}|\N
6.17-[1,3,17,51]|PENDING_GENERATION|0|6|102|1|1|1,3,17,51|1|5|3|t|f|{"-x^3 + x*y*z + y^2z - 1809x*z^2 + y*z^2 + 37790z^3"}|\N
6.17-[1,3,34,102]|PENDING_GENERATION|0|6|102|1|1|1,3,34,102|0|2|3|t|f|{"-x*y + t^2"}|\N
6.17-[1,34]|PENDING_GENERATION|0|6|102|1|1|1,34|0|2|3|t|f|{"3x^2 + 48y^2 + t^2"}|\N
6.17-[1,3]|PENDING_GENERATION|0|6|102|1|1|1,3|2|5|3|t|f|{"5x^6 - 3x^5z + 44x^4z^2 + x^3y + 53x^3z^3 + 44x^2z^4 - 3x*z^5 + y^2 + y*z^3 + 5z^6"}|\N
6.17-[1,51]|PENDING_GENERATION|0|6|102|1|1|1,51|1|8|4|t|f|{"y^2 - x*z","-81/289x^2 - 214/289y^2 - 17/9z^2 + t^2"}|\N
6.17-[1,6,17,102]|PENDING_GENERATION|0|6|102|1|1|1,6,17,102|1|5|3|t|f|{"-x^3 - x^2z + x*y*z + y^2z - 8x*z^2 - 10z^3"}|\N
6.17-[1,6,34,51]|PENDING_GENERATION|0|6|102|1|1|1,6,34,51|0|2|3|t|f|{"48x*y + y^2 + 3t^2"}|\N
6.17-[1,6]|PENDING_GENERATION|0|6|102|1|1|1,6|2|5|3|t|f|{"9x^6 + 27x^5z + 94x^4z^2 + 143x^3z^3 + 446x^2z^4 + 379x*z^5 + y^2 + 321z^6"}|\N
6.19-[1,114]|PENDING_GENERATION|0|6|114|1|1|1,114|0|2|3|t|f|{"y^2 - x*t"}|\N
6.19-[1,19]|PENDING_GENERATION|0|6|114|1|1|1,19|1|8|4|t|f|{"76x^2 + 840x*y + 2500y^2 + 840y*z + 76z^2 + t^2","y^2 - x*z"}|\N
6.19-[1,2,19,38]|PENDING_GENERATION|0|6|114|1|1|1,2,19,38|1|5|3|t|f|{"-x^3 - x^2z + x*y*z + y^2z + 5312x*z^2 + y*z^2 + 167551z^3"}|\N
6.19-[1,2,3,6,19,38,57,114]|PENDING_GENERATION|0|6|114|1|1|1,2,3,6,19,38,57,114|0|2|3|t|f|{"y^2 - x*t"}|\N
6.19-[1,2,3,6]|PENDING_GENERATION|0|6|114|1|1|1,2,3,6|1|5|3|t|f|{"-x^3 + x*y*z + y^2z + 418x*z^2 + 3610z^3"}|\N
6.19-[1,2,57,114]|PENDING_GENERATION|0|6|114|1|1|1,2,57,114|0|2|3|t|f|{"-y^2 + x*t - 2t^2"}|\N
6.19-[1,2]|PENDING_GENERATION|0|6|114|1|1|1,2|2|5|3|t|f|{"19x^6 + 57x^5z + 57x^4z^2 + 19x^3z^3 + x^2y*z - 22x^2z^4 + x*y*z^2 - 22x*z^5 + y^2 + 10z^6"}|\N
6.19-[1,3,19,57]|PENDING_GENERATION|0|6|114|1|1|1,3,19,57|0|2|3|t|f|{"19x^2 + y^2 - 210x*t + 587t^2"}|\N
6.19-[1,3,38,114]|PENDING_GENERATION|0|6|114|1|1|1,3,38,114|0|2|3|t|f|{"-y^2 + x*t + 2t^2"}|\N
6.19-[1,38]|PENDING_GENERATION|0|6|114|1|1|1,38|2|5|3|t|f|{"19x^6 - 57x^5z - 19x^4z^2 + 134x^3z^3 + x^2y*z + 22x^2z^4 + x*y*z^2 - 97x*z^5 + y^2 + y*z^3 - 38z^6"}|\N
6.19-[1,3]|PENDING_GENERATION|0|6|114|1|1|1,3|1|8|4|t|f|{"19x^2 - 286y^2 + 1083z^2 + t^2","y^2 - x*z"}|\N
6.19-[1,57]|PENDING_GENERATION|0|6|114|1|1|1,57|1|8|4|t|f|{"y^2 - x*z","19x^2 - 134y^2 + 243z^2 + t^2"}|\N
6.19-[1,6,19,114]|PENDING_GENERATION|0|6|114|1|1|1,6,19,114|0|2|3|t|f|{"-x*y + t^2"}|\N
6.19-[1,6,38,57]|PENDING_GENERATION|0|6|114|1|1|1,6,38,57|1|5|3|t|f|{"-x^3 - x^2z + x*y*z + y^2z + 85x*z^2 + 473z^3"}|\N
6.19-[1,6]|PENDING_GENERATION|0|6|114|1|1|1,6|2|5|3|t|f|{"-19x^5z - 210x^4z^2 - 625x^3z^3 - 210x^2z^4 - 19x*z^5 + y^2"}|\N
6.29-[1,174]|PENDING_GENERATION|0|6|174|1|1|1,174|0|2|3|t|f|{"y^2 - x*t"}|\N
6.29-[1,2,29,58]|PENDING_GENERATION|0|6|174|1|1|1,2,29,58|1|5|3|t|f|{"-x^3 - x^2z + x*y*z + y^2z + 5x*z^2 + y*z^2 + 7z^3"}|\N
6.29-[1,2,3,6,29,58,87,174]|PENDING_GENERATION|0|6|174|1|1|1,2,3,6,29,58,87,174|0|2|3|t|f|{"-y^2 + x*t + 8t^2"}|\N
6.29-[1,2,3,6]|PENDING_GENERATION|0|6|174|1|1|1,2,3,6|1|5|3|t|f|{"-x^3 + x*y*z + y^2z + 6511x*z^2 + 203353z^3"}|\N
6.29-[1,2,87,174]|PENDING_GENERATION|0|6|174|1|1|1,2,87,174|0|2|3|t|f|{"y^2 - x*t"}|\N
6.29-[1,29]|PENDING_GENERATION|0|6|174|1|1|1,29|3|5|3|t|f|{"16x^8 - 523x^6z^2 + 6131x^4z^4 + x^3y*z - 29845x^2z^6 + x*y*z^3 + y^2 + 48778z^8"}|\N
6.29-[1,2]|PENDING_GENERATION|0|6|174|1|1|1,2|2|5|3|t|f|{"24x^6 + 36x^5z - 74x^4z^2 - 89x^3z^3 + 41x^2z^4 + 32x*z^5 + y^2 + 52z^6"}|\N
6.29-[1,3,29,87]|PENDING_GENERATION|0|6|174|1|1|1,3,29,87|2|5|3|t|f|{"-6x^5z - 21x^4z^2 + 42x^3z^3 + x^2y*z + 117x^2z^4 + x*y*z^2 - 144x*z^5 + y^2"}|\N
6.29-[1,3,58,174]|PENDING_GENERATION|0|6|174|1|1|1,3,58,174|0|2|3|t|f|{"x^2 + 8y^2 + 1/2x*t"}|\N
6.29-[1,3]|PENDING_GENERATION|0|6|174|1|1|1,3|3|5|3|t|f|{"6x^8 - 21x^6z^2 - 41x^4z^4 + x^3y*z + 117x^2z^6 + x*y*z^3 + y^2 + 144z^8"}|\N
6.29-[1,58]|PENDING_GENERATION|0|6|174|1|1|1,58|2|5|3|t|f|{"x^6 - 6x^5z + 16x^4z^2 + x^3y - 18x^3z^3 + 16x^2z^4 - 6x*z^5 + y^2 + y*z^3 + z^6"}|\N
6.29-[1,6,29,174]|PENDING_GENERATION|0|6|174|1|1|1,6,29,174|0|2|3|t|f|{"x^2 - 8y^2 - 1/2x*t"}|\N
6.29-[1,6,58,87]|PENDING_GENERATION|0|6|174|1|1|1,6,58,87|1|5|3|t|f|{"-x^3 - x^2z + x*y*z + y^2z + 56x*z^2 + 192z^3"}|\N
6.29-[1,6]|PENDING_GENERATION|0|6|174|1|1|1,6|2|5|3|t|f|{"64x^6 + 192x^5z - 155x^4z^2 - 630x^3z^3 + x^2y*z + 210x^2z^4 + x*y*z^2 + 557x*z^5 + y^2 + y*z^3 - 219z^6"}|\N
6.29-[1,87]|PENDING_GENERATION|0|6|174|1|1|1,87|3|5|3|t|f|{"12x^8 - 24x^7z - 34x^6z^2 + 72x^5z^3 + 17x^4z^4 - 48x^3z^5 + x^2y*z^2 + 24x^2z^6 + x*y*z^3 - 5x*z^7 + y^2 - 13z^8"}|\N
6.31-[1,186]|PENDING_GENERATION|0|6|186|1|1|1,186|0|2|3|t|f|{"y^2 - x*t"}|\N
6.31-[1,2,3,6,31,62,93,186]|PENDING_GENERATION|0|6|186|1|1|1,2,3,6,31,62,93,186|0|2|3|t|f|{"-y^2 + x*t + 18t^2"}|\N
6.31-[1,2,3,6]|PENDING_GENERATION|0|6|186|1|1|1,2,3,6|1|5|3|t|f|{"-x^3 + x*y*z + y^2z + 1395x*z^2 + 20181z^3"}|\N
6.31-[1,2,31,62]|PENDING_GENERATION|0|6|186|1|1|1,2,31,62|2|5|3|t|f|{"-6x^5z - 4x^4z^2 + 69x^3z^3 + x^2y*z + 35x^2z^4 + x*y*z^2 - 141x*z^5 + y^2 + 63z^6"}|\N
6.31-[1,2,93,186]|PENDING_GENERATION|0|6|186|1|1|1,2,93,186|0|2|3|t|f|{"x^2 - 12y^2 - 1/3x*t"}|\N
6.31-[1,2]|PENDING_GENERATION|0|6|186|1|1|1,2|3|5|3|t|f|{"6x^8 - 94x^6z^2 + 523x^4z^4 + x^3y*z - 1198x^2z^6 + x*y*z^3 + y^2 + 972z^8"}|\N
6.31-[1,3,31,93]|PENDING_GENERATION|0|6|186|1|1|1,3,31,93|1|5|3|t|f|{"-x^3 + x*y*z + y^2z + 17x*z^2 + y*z^2 + 28z^3"}|\N
6.31-[1,3,62,186]|PENDING_GENERATION|0|6|186|1|1|1,3,62,186|0|2|3|t|f|{"y^2 - x*t"}|\N
6.31-[1,31]|PENDING_GENERATION|0|6|186|1|1|1,31|3|5|3|t|f|{"11x^8 + 69x^7z + 134x^6z^2 + 96x^5z^3 + x^4y + 103x^4z^4 + 96x^3z^5 + x^2y*z^2 + 134x^2z^6 + 69x*z^7 + y^2 + y*z^4 + 11z^8"}|\N
6.31-[1,3]|PENDING_GENERATION|0|6|186|1|1|1,3|2|5|3|t|f|{"x^6 + 3x^5z - x^4z^2 + x^3y + 29x^3z^3 + 99x^2z^4 - 118x*z^5 + y^2 + y*z^3 + 31z^6"}|\N
6.31-[1,6,31,186]|PENDING_GENERATION|0|6|186|1|1|1,6,31,186|0|2|3|t|f|{"x^2 + 12y^2 + 1/3x*t"}|\N
6.31-[1,6,62,93]|PENDING_GENERATION|0|6|186|1|1|1,6,62,93|1|5|3|t|f|{"-x^3 - x^2z + x*y*z + y^2z + 83x*z^2 + 369z^3"}|\N
6.31-[1,62]|PENDING_GENERATION|0|6|186|1|1|1,62|3|5|3|t|f|{"60x^8 - 36x^7z - 155x^6z^2 + 473x^5z^3 + 191x^4z^4 - 847x^3z^5 + x^2y*z^2 + 88x^2z^6 + x*y*z^3 + 432x*z^7 + y^2 - 162z^8"}|\N
6.31-[1,6]|PENDING_GENERATION|0|6|186|1|1|1,6|2|5|3|t|f|{"43x^6 + 233x^5z + 258x^4z^2 - 107x^3z^3 + 258x^2z^4 + 233x*z^5 + y^2 + 43z^6"}|\N
6.31-[1,93]|PENDING_GENERATION|0|6|186|1|1|1,93|2|5|3|t|f|{"-8x^6 - 24x^5z - 9x^4z^2 + 22x^3z^3 + x^2y*z + 8x^2z^4 + x*y*z^2 - 7x*z^5 + y^2 + z^6"}|\N
6.37-[1,111]|PENDING_GENERATION|0|6|222|1|1|1,111|3|5|3|t|f|{"-20x^8 - 48x^7z - 30x^6z^2 + 12x^5z^3 + 89x^4z^4 + 12x^3z^5 + x^2y*z^2 - 30x^2z^6 - 48x*z^7 + y^2 - 20z^8"}|\N
6.37-[1,2,111,222]|PENDING_GENERATION|0|6|222|1|1|1,2,111,222|0|2|3|t|f|{"y^2 - x*t"}|\N
6.37-[1,2,3,6,37,74,111,222]|PENDING_GENERATION|0|6|222|1|1|1,2,3,6,37,74,111,222|0|2|3|t|f|{"-y^2 + x*t + 2t^2"}|\N
6.37-[1,2,3,6]|PENDING_GENERATION|0|6|222|1|1|1,2,3,6|1|5|3|t|f|{"-x^3 + x*y*z + y^2z + 148x*z^2 + 706z^3"}|\N
6.37-[1,2,37,74]|PENDING_GENERATION|0|6|222|1|1|1,2,37,74|1|5|3|t|f|{"-x^3 - x^2z + x*y*z + y^2z - 17x*z^2 + y*z^2 - 179z^3"}|\N
6.37-[1,222]|PENDING_GENERATION|0|6|222|1|1|1,222|0|2|3|t|f|{"y^2 - x*t"}|\N
6.37-[1,2]|PENDING_GENERATION|0|6|222|1|1|1,2|2|5|3|t|f|{"40x^6 - 4x^5z + 30x^4z^2 - 95x^3z^3 + 30x^2z^4 - 4x*z^5 + y^2 + 40z^6"}|\N
6.37-[1,3,37,111]|PENDING_GENERATION|0|6|222|1|1|1,3,37,111|1|5|3|t|f|{"-x^3 + x*y*z + y^2z - x*z^2 + y*z^2 + 46z^3"}|\N
6.37-[1,3,74,222]|PENDING_GENERATION|0|6|222|1|1|1,3,74,222|0|2|3|t|f|{"x^2 - 4y^2 - x*t"}|\N
6.37-[1,37]|PENDING_GENERATION|0|6|222|1|1|1,37|2|5|3|t|f|{"17x^6 - 22x^5z + 60x^4z^2 + x^3y - 45x^3z^3 + 60x^2z^4 - 22x*z^5 + y^2 + y*z^3 + 17z^6"}|\N
6.37-[1,3]|PENDING_GENERATION|0|6|222|1|1|1,3|2|5|3|t|f|{"7x^6 + 27x^5z + x^3y - 104x^3z^3 + 27x*z^5 + y^2 + y*z^3 + 7z^6"}|\N
6.37-[1,6,37,222]|PENDING_GENERATION|0|6|222|1|1|1,6,37,222|0|2|3|t|f|{"x^2 + 4y^2 + x*t"}|\N
6.37-[1,6,74,111]|PENDING_GENERATION|0|6|222|1|1|1,6,74,111|2|5|3|t|f|{"-5x^6 + 33x^5z - 46x^4z^2 - 40x^3z^3 + x^2y*z + 50x^2z^4 + x*y*z^2 - 15x*z^5 + y^2 - 21z^6"}|\N
6.37-[1,6]|PENDING_GENERATION|0|6|222|1|1|1,6|3|5|3|t|f|{"144x^8 + 929x^6z^2 + 2245x^4z^4 + x^3y*z + 2411x^2z^6 + x*y*z^3 + y^2 + 972z^8"}|\N
6.37-[1,74]|PENDING_GENERATION|0|6|222|1|1|1,74|3|5|3|t|f|{"16x^8 - 351x^6z^2 + 1721x^4z^4 + x^3y*z - 3153x^2z^6 + x*y*z^3 + y^2 + 148z^8"}|\N
6.11-[1,11]|PENDING_GENERATION|0|6|66|1|1|1,11|2|5|3|t|f|{"5x^6 - 89x^5z + 570x^4z^2 + x^3y - 1334x^3z^3 + 570x^2z^4 - 89x*z^5 + y^2 + y*z^3 + 5z^6"}|\N
6.11-[1,2,11,22]|PENDING_GENERATION|0|6|66|1|1|1,2,11,22|1|5|3|t|f|{"-x^3 + x*y*z + y^2z + 41x*z^2 + y*z^2 + 556z^3"}|\N
6.11-[1,2,3,6,11,22,33,66]|PENDING_GENERATION|0|6|66|1|1|1,2,3,6,11,22,33,66|0|2|3|t|f|{"y^2 - x*t"}|\N
6.11-[1,2,3,6]|PENDING_GENERATION|0|6|66|1|1|1,2,3,6|1|5|3|t|f|{"-x^3 + x*y*z + y^2z + 10055x*z^2 + 390309z^3"}|\N
6.11-[1,2,33,66]|PENDING_GENERATION|0|6|66|1|1|1,2,33,66|0|2|3|t|f|{"845y^2 - 7605x*t - 5616y*t - 1620t^2"}|\N
6.11-[1,22]|PENDING_GENERATION|0|6|66|1|1|1,22|1|8|4|t|f|{"y^2 - x*z","19x^2 - 166x*y + 515y^2 - 664y*z + 304z^2 + t^2"}|\N
6.11-[1,2]|PENDING_GENERATION|0|6|66|1|1|1,2|2|5|3|t|f|{"6x^6 + 18x^5z - 9x^4z^2 - 48x^3z^3 + x^2y*z + 8x^2z^4 + x*y*z^2 + 35x*z^5 + y^2 + y*z^3 + 5z^6"}|\N
6.11-[1,3,11,33]|PENDING_GENERATION|0|6|66|1|1|1,3,11,33|1|5|3|t|f|{"-x^3 - x^2z + x*y*z + y^2z + 12x*z^2 + y*z^2 + 81z^3"}|\N
6.11-[1,3,22,66]|PENDING_GENERATION|0|6|66|1|1|1,3,22,66|0|2|3|t|f|{"-y^2 + x*t - 2t^2"}|\N
6.11-[1,33]|PENDING_GENERATION|0|6|66|1|1|1,33|1|8|4|t|f|{"19x^2 + 982/5x*y + 18661/25y^2 + 154218/125y*z + 468219/625z^2 + t^2","y^2 - x*z"}|\N
6.11-[1,3]|PENDING_GENERATION|0|6|66|1|1|1,3|2|5|3|t|f|{"5x^6 - 15x^5z + 18x^4z^2 + x^3y + 50x^3z^3 + x^2y*z - 35x^2z^4 - 36x*z^5 + y^2 + 24z^6"}|\N
6.11-[1,6,11,66]|PENDING_GENERATION|0|6|66|1|1|1,6,11,66|0|2|3|t|f|{"845y^2 - 7605x*t + 5616y*t - 1620t^2"}|\N
6.11-[1,6,22,33]|PENDING_GENERATION|0|6|66|1|1|1,6,22,33|0|2|3|t|f|{"19x^2 + y^2 + 166x*t + 363t^2"}|\N
6.11-[1,66]|PENDING_GENERATION|0|6|66|1|1|1,66|0|2|3|t|f|{"y^2 - x*t"}|\N
6.11-[1,6]|PENDING_GENERATION|0|6|66|1|1|1,6|1|8|4|t|f|{"19x^2 + 166x*y + 197y^2 - 726y*z + 363z^2 + t^2","y^2 - x*z"}|\N
62.1-[1,2,31,62]|PENDING_GENERATION|0|62|62|1|1|1,2,31,62|0|2|3|t|f|{"-x*y + t^2"}|\N
62.1-[1,2]|PENDING_GENERATION|0|62|62|1|1|1,2|1|8|4|t|f|{"256x^2 - 396x*y + 360y^2 - 172y*z + 32z^2 + t^2","y^2 - x*z"}|duplicate-label: two distinct models of this genus-1 curve (4-var P^3 embedded + 2-var y^2=quartic plane); keep both. y^2=quartic reps need a corruption check
62.1-[1,2]|PENDING_GENERATION|1|62|62|1|1|1,2|1|8|2|t|f|{"y^2 - (-x^4 - 8x^3 - 78x^2 + 248x -961)"}|duplicate-label: two distinct models of this genus-1 curve (4-var P^3 embedded + 2-var y^2=quartic plane); keep both. y^2=quartic reps need a corruption check
62.1-[1,31]|PENDING_GENERATION|0|62|62|1|1|1,31|2|5|3|t|f|{"-2x^5z + x^4z^2 + x^3z^3 + x^2y*z + 2x^2z^4 + x*y*z^2 - x*z^5 + y^2 - 5z^6"}|\N
62.1-[1,62]|PENDING_GENERATION|0|62|62|1|1|1,62|0|2|3|t|f|{"y^2 - x*t"}|\N
69.1-[1,23]|PENDING_GENERATION|0|69|69|1|1|1,23|2|5|3|t|f|{"-3x^5z + 11x^4z^2 - 13x^3z^3 + x^2y*z - 13x^2z^4 + x*y*z^2 + y^2 + z^6"}|\N
69.1-[1,3,23,69]|PENDING_GENERATION|0|69|69|1|1|1,3,23,69|0|2|3|t|f|{"-x*y + t^2"}|\N
69.1-[1,3]|PENDING_GENERATION|0|69|69|1|1|1,3|1|8|4|t|f|{"y^2 - x*z","972x^2 + 5072x*y + 2664y^2 - 9072y*z + 8748z^2 + t^2"}|duplicate-label: two distinct models of this genus-1 curve (4-var P^3 embedded + 2-var y^2=quartic plane); keep both. y^2=quartic reps need a corruption check
69.1-[1,3]|PENDING_GENERATION|1|69|69|1|1|1,3|1|8|2|t|f|{"y^2 - (-3*(x^4 - 156x^2 +6912))"}|duplicate-label: two distinct models of this genus-1 curve (4-var P^3 embedded + 2-var y^2=quartic plane); keep both. y^2=quartic reps need a corruption check
69.1-[1,69]|PENDING_GENERATION|0|69|69|1|1|1,69|0|2|3|t|f|{"y^2 - x*t"}|\N
74.1-[1,2,37,74]|PENDING_GENERATION|0|74|74|1|1|1,2,37,74|0|2|3|t|f|{"y^2 - x*t"}|\N
74.1-[1,2]|PENDING_GENERATION|0|74|74|1|1|1,2|2|5|3|t|f|{"6x^6 + 16x^5z + 8x^4z^2 + 8x^3z^3 + x^2y*z + 7x^2z^4 + x*y*z^2 - 17x*z^5 + y^2 + 5z^6"}|\N
74.1-[1,37]|PENDING_GENERATION|0|74|74|1|1|1,37|2|5|3|t|f|{"x^6 - x^5z - 2x^4z^2 + 4x^3z^3 + x^2y*z + x^2z^4 + x*y*z^2 - 4x*z^5 + y^2"}|\N
74.1-[1,74]|PENDING_GENERATION|0|74|74|1|1|1,74|0|2|3|t|f|{"y^2 - x*t"}|\N
77.1-[1,11]|PENDING_GENERATION|0|77|77|1|1|1,11|\N|8|2|t|f|{"y^2 - (-11x^4 -19x^2 -16)"}|\N
77.1-[1,17]|GRAMMAR_VIOLATION|0|77|77|1|1|1,17|\N|8|2|t|f|{"y^2 - (-3x^4 +10x^3 - x^2 -10x -3)"}|\N
82.1-[1,2,41,82]|PENDING_GENERATION|0|82|82|1|1|1,2,41,82|0|2|3|t|f|{"1024x*y + 2817216y^2 + 17424y*t + 27t^2"}|\N
82.1-[1,2]|PENDING_GENERATION|0|82|82|1|1|1,2|2|5|3|t|f|{"x^6 - 4x^5z + 31x^4z^2 + x^3y - 47x^3z^3 + 56x^2z^4 + x*y*z^2 - 25x*z^5 + y^2 + 13z^6"}|\N
82.1-[1,41]|PENDING_GENERATION|0|82|82|1|1|1,41|0|2|3|t|f|{"27x^2 + 1024y^2 + 17424x*t + 2817216t^2"}|\N
82.1-[1,82]|PENDING_GENERATION|0|82|82|1|1|1,82|1|8|4|t|f|{"y^2 - x*z","-16/9x^2 + 60928/27x*y - 29345792/27y^2 + 57269518336/243y*z - 14161246486528/729z^2 + t^2"}|\N
85.1-[1,2]|GRAMMAR_VIOLATION|0|85|85|1|1|1,2|\N|8|2|t|f|{"y^2 - (-x^4 + 9x^2 -32)"}|\N
86.1-[1,2,43,86]|PENDING_GENERATION|0|86|86|1|1|1,2,43,86|0|2|3|t|f|{"y^2 - x*t"}|\N
86.1-[1,2]|PENDING_GENERATION|0|86|86|1|1|1,2|2|5|3|t|f|{"x^6 + 5x^5z + x^4z^2 - 10x^3z^3 + x^2y*z + 24x^2z^4 + x*y*z^2 + 26x*z^5 + y^2 + 6z^6"}|\N
86.1-[1,43]|PENDING_GENERATION|0|86|86|1|1|1,43|2|5|3|t|f|{"-2x^6 + 2x^5z + 11x^4z^2 - 6x^3z^3 + x^2y*z - 20x^2z^4 + x*y*z^2 + 7x*z^5 + y^2 + 11z^6"}|\N
86.1-[1,86]|PENDING_GENERATION|0|86|86|1|1|1,86|0|2|3|t|f|{"y^2 - x*t"}|\N
87.1-[1,29]|PENDING_GENERATION|0|87|87|1|1|1,29|3|5|3|t|f|{"-3x^8 - 18x^7z - 70x^6z^2 - 93x^5z^3 + 36x^4z^4 + x^3y*z + 81x^3z^5 + x^2y*z^2 - 23x^2z^6 - 14x*z^7 + y^2 + y*z^4 + 5z^8"}|\N
87.1-[1,3,29,87]|PENDING_GENERATION|0|87|87|1|1|1,3,29,87|0|2|3|t|f|{"y^2 - x*t"}|\N
87.1-[1,3]|PENDING_GENERATION|0|87|87|1|1|1,3|2|5|3|t|f|{"x^6 + 7x^4z^2 + x^3y - 16x^3z^3 - 5x^2z^4 + x*y*z^2 + 16x*z^5 + y^2 + y*z^3 + 4z^6"}|\N
87.1-[1,87]|PENDING_GENERATION|0|87|87|1|1|1,87|0|2|3|t|f|{"y^2 - x*t"}|\N
91.1-[1,91]|PENDING_GENERATION|0|91|91|1|1|1,91|\N|5|3|t|f|{"-x^6+19x^4z^2-3x^2z^4+z^6-y^2"}|\N
93.1-[1,3,31,93]|PENDING_GENERATION|0|93|93|1|1|1,3,31,93|0|2|3|t|f|{"x^2 + 1521/64x*y + 583/64x*t + 255295/4096t^2"}|\N
93.1-[1,31]|PENDING_GENERATION|0|93|93|1|1|1,31|0|2|3|t|f|{"x^2 + 13689/177373y^2 + 37312/177373x*t + 4096/177373t^2"}|\N
93.1-[1,3]|PENDING_GENERATION|0|93|93|1|1|1,3|3|5|3|t|f|{"x^8 - 2x^7z + 10x^6z^2 + 29x^5z^3 + 21x^4z^4 + x^3y*z + 35x^3z^5 + x^2y*z^2 + 28x^2z^6 + 9x*z^7 + y^2 + y*z^4 + 13z^8"}|\N
93.1-[1,93]|PENDING_GENERATION|0|93|93|1|1|1,93|2|5|3|t|f|{"x^3y - x^3z^3 - x^2z^4 + x*y*z^2 + 2x*z^5 + y^2 + y*z^3"}|\N
94.1-[1,2,47,94]|PENDING_GENERATION|0|94|94|1|1|1,2,47,94|0|2|3|t|f|{"-x*y + t^2"}|\N
